model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Yeti,2016,10490,Manual,52325,Petrol,125,51.4,1.2
 Fabia,2018,10490,Manual,11669,Petrol,145,64.2,1.0
 Citigo,2017,6990,Manual,7498,Petrol,145,64.2,1.0
 Fabia,2018,10490,Manual,7633,Petrol,145,64.2,1.0
 Octavia,2017,15990,Manual,18250,Petrol,150,43.5,2.0
 Citigo,2017,6990,Manual,10344,Petrol,150,68.9,1.0
 Fabia,2016,5990,Manual,38790,Petrol,20,60.1,1.0
 Octavia,2017,11990,Manual,34442,Diesel,145,65.7,2.0
 Octavia,2017,12490,Manual,9991,Petrol,30,55.4,1.4
 Kodiaq,2017,21690,Manual,27488,Petrol,145,40.9,1.4
 Octavia,2017,11990,Manual,12007,Petrol,145,58.9,1.0
 Fabia,2017,8695,Manual,18743,Petrol,145,60.1,1.2
 Superb,2016,11995,Manual,29674,Petrol,30,57.7,1.4
 Fabia,2017,7645,Manual,27155,Petrol,145,64.2,1.0
 Fabia,2015,8695,Semi-Auto,41000,Petrol,20,60.1,1.2
 Kodiaq,2017,21490,Automatic,21085,Petrol,145,44.8,1.4
 Citigo,2015,6490,Manual,24562,Petrol,0,67.3,1.0
 Fabia,2017,8990,Manual,20794,Petrol,20,60.1,1.2
 Fabia,2018,9990,Manual,14773,Petrol,145,64.2,1.0
 Octavia,2017,13498,Semi-Auto,5548,Petrol,145,57.7,1.4
 Superb,2016,14498,Semi-Auto,11395,Petrol,30,55.4,1.4
 Citigo,2013,4498,Manual,37122,Petrol,0,68.9,1.0
 Fabia,2014,6080,Semi-Auto,26276,Petrol,125,53.3,1.2
 Octavia,2017,9610,Manual,44540,Diesel,0,74.3,1.6
 Citigo,2017,6995,Automatic,62051,Petrol,20,64.2,1.0
 Fabia,2017,9990,Manual,9491,Petrol,145,64.2,1.0
 Citigo,2016,6490,Manual,20633,Petrol,20,62.8,1.0
 Superb,2015,9982,Manual,44396,Diesel,20,68.9,1.6
 Octavia,2016,13882,Semi-Auto,48088,Diesel,125,60.1,2.0
 Fabia,2016,7099,Manual,51894,Petrol,20,60.1,1.2
 Yeti Outdoor,2017,13791,Semi-Auto,12469,Petrol,125,51.4,1.2
 Fabia,2018,9981,Manual,5895,Petrol,145,64.2,1.0
 Yeti Outdoor,2017,12895,Semi-Auto,24929,Petrol,125,51.4,1.2
 Citigo,2015,5750,Manual,23991,Petrol,20,62.8,1.0
 Kodiaq,2017,21995,Automatic,34063,Diesel,145,49.6,2.0
 Rapid,2013,6300,Manual,40268,Diesel,20,72.4,1.6
 Citigo,2018,8495,Manual,3140,Petrol,145,67.3,1.0
 Yeti Outdoor,2015,9995,Manual,30178,Petrol,125,51.4,1.2
 Yeti Outdoor,2016,9495,Manual,62147,Petrol,125,51.4,1.2
 Fabia,2017,8490,Manual,21936,Petrol,20,60.1,1.2
 Yeti Outdoor,2017,15990,Semi-Auto,710,Petrol,125,51.4,1.2
 Octavia,2018,14990,Manual,4573,Petrol,150,55.4,1.5
 Yeti Outdoor,2017,12490,Manual,24332,Petrol,150,51.4,1.2
 Octavia,2017,13500,Semi-Auto,48772,Diesel,145,61.4,2.0
 Octavia,2017,9995,Manual,34300,Diesel,145,72.4,1.6
 Yeti Outdoor,2017,13701,Manual,19000,Diesel,145,62.8,2.0
 Fabia,2016,9801,Manual,31647,Petrol,20,60.1,1.2
 Superb,2017,18500,Semi-Auto,19505,Diesel,30,62.8,2.0
 Octavia,2016,9999,Manual,42687,Petrol,30,55.4,1.4
 Octavia,2016,10299,Manual,30363,Diesel,0,74.3,1.6
 Yeti Outdoor,2017,14990,Semi-Auto,6335,Petrol,150,51.4,1.2
 Yeti Outdoor,2017,13990,Manual,25297,Petrol,150,51.4,1.2
 Fabia,2018,12490,Automatic,1052,Petrol,145,61.4,1.0
 Rapid,2015,6998,Manual,18926,Diesel,30,64.2,1.6
 Fabia,2015,7882,Manual,44499,Petrol,20,60.1,1.2
 Rapid,2016,7991,Manual,33395,Diesel,0,67.3,1.6
 Fabia,2018,10991,Manual,12026,Petrol,145,64.2,1.0
 Karoq,2018,17772,Automatic,11285,Diesel,145,62.8,1.6
 Octavia,2016,9995,Manual,53000,Diesel,20,70.6,2.0
 Citigo,2018,7495,Manual,11148,Petrol,145,64.2,1.0
 Yeti,2016,10907,Semi-Auto,24070,Petrol,125,51.4,1.2
 Fabia,2017,10990,Semi-Auto,18778,Petrol,20,60.1,1.2
 Octavia,2015,12490,Manual,39901,Diesel,125,55.4,2.0
 Yeti Outdoor,2017,14490,Semi-Auto,25952,Petrol,125,51.4,1.2
 Karoq,2018,19990,Automatic,20410,Petrol,145,53.3,1.0
 Fabia,2018,9990,Manual,19704,Petrol,145,64.2,1.0
 Fabia,2015,9690,Automatic,13419,Petrol,20,60.1,1.2
 Citigo,2015,5360,Manual,29010,Petrol,0,67.3,1.0
 Fabia,2015,7990,Automatic,51805,Petrol,20,60.1,1.2
 Fabia,2017,7990,Manual,31942,Petrol,145,64.2,1.0
 Superb,2018,18990,Manual,11246,Petrol,145,53.3,1.4
 Kodiaq,2018,20990,Semi-Auto,27896,Petrol,145,44.8,1.4
 Fabia,2017,10990,Semi-Auto,20799,Petrol,20,60.1,1.2
 Rapid,2017,8990,Manual,33228,Petrol,30,57.7,1.2
 Yeti Outdoor,2016,12290,Manual,45127,Diesel,150,55.4,2.0
 Yeti Outdoor,2017,13490,Manual,14410,Petrol,150,51.4,1.2
 Yeti Outdoor,2017,13490,Semi-Auto,30917,Diesel,165,51.4,2.0
 Kodiaq,2018,22490,Automatic,27430,Diesel,150,49.6,2.0
 Fabia,2014,5990,Manual,28911,Petrol,125,54.3,1.2
 Fabia,2017,9990,Semi-Auto,21834,Petrol,145,61.4,1.0
 Fabia,2015,7790,Semi-Auto,56700,Petrol,20,60.1,1.2
 Fabia,2017,10990,Manual,21075,Petrol,145,58.9,1.2
 Citigo,2017,6990,Manual,13180,Petrol,145,64.2,1.0
 Fabia,2017,10990,Semi-Auto,28950,Petrol,145,61.4,1.0
 Citigo,2014,5490,Manual,38422,Petrol,20,62.8,1.0
 Superb,2017,12990,Manual,41352,Diesel,145,67.3,1.6
 Fabia,2016,8490,Manual,20517,Petrol,20,60.1,1.2
 Yeti Outdoor,2017,15985,Manual,20021,Diesel,145,55.4,2.0
 Karoq,2018,17385,Automatic,10472,Petrol,145,54.3,1.0
 Citigo,2017,6990,Manual,20453,Petrol,145,64.2,1.0
 Octavia,2017,11490,Manual,26607,Petrol,30,55.4,1.4
 Fabia,2018,10490,Manual,15623,Petrol,145,64.2,1.0
 Octavia,2016,9990,Manual,29083,Petrol,30,55.4,1.4
 Fabia,2018,9990,Manual,12270,Petrol,145,64.2,1.0
 Fabia,2018,9990,Manual,13661,Petrol,145,64.2,1.0
 Citigo,2015,5490,Manual,31000,Petrol,20,62.8,1.0
 Octavia,2017,9990,Manual,49144,Diesel,0,72.4,1.6
 Citigo,2017,5990,Manual,27534,Petrol,145,64.2,1.0
 Fabia,2017,11490,Semi-Auto,31270,Petrol,145,60.1,1.2
 Octavia,2014,9495,Semi-Auto,57234,Diesel,30,62.8,2.0
 Yeti Outdoor,2017,13490,Manual,42441,Diesel,145,62.8,2.0
 Yeti Outdoor,2017,14995,Semi-Auto,15803,Diesel,150,51.4,2.0
 Octavia,2017,9990,Manual,50975,Diesel,20,70.6,2.0
 Fabia,2017,10185,Semi-Auto,16934,Petrol,145,60.1,1.2
 Superb,2018,22285,Semi-Auto,12112,Diesel,150,61.4,2.0
 Superb,2018,18985,Semi-Auto,25850,Petrol,150,43.5,2.0
 Fabia,2016,7885,Manual,27537,Petrol,20,60.1,1.2
 Octavia,2018,15000,Automatic,20813,Petrol,145,55.4,1.5
 Citigo,2016,5990,Manual,25880,Petrol,20,62.8,1.0
 Yeti Outdoor,2017,14490,Manual,18652,Petrol,125,51.4,1.2
 Rapid,2018,10990,Manual,19050,Petrol,145,62.8,1.0
 Fabia,2015,8075,Manual,22772,Petrol,20,58.8,1.2
 Fabia,2014,5250,Manual,21656,Petrol,125,49.6,1.2
 Citigo,2017,6690,Manual,14501,Petrol,20,62.8,1.0
 Octavia,2018,11485,Manual,17436,Petrol,145,58.9,1.0
 Octavia,2017,14995,Manual,23913,Diesel,125,58.9,2.0
 Kodiaq,2018,20995,Automatic,48072,Diesel,150,49.6,2.0
 Octavia,2016,9395,Manual,59865,Diesel,20,70.6,2.0
 Rapid,2017,9750,Semi-Auto,17647,Petrol,20,60.1,1.2
 Yeti Outdoor,2017,15150,Semi-Auto,21116,Petrol,150,51.4,1.2
 Octavia,2017,10195,Manual,39404,Diesel,0,72.4,1.6
 Fabia,2017,8750,Manual,5346,Petrol,20,60.1,1.2
 Octavia,2016,15750,Semi-Auto,33836,Diesel,125,56.5,2.0
 Octavia,2018,16995,Semi-Auto,33085,Petrol,145,42.8,2.0
 Karoq,2018,17350,Manual,16059,Petrol,145,52.3,1.5
 Fabia,2016,8295,Manual,22230,Petrol,20,60.1,1.2
 Karoq,2018,17695,Manual,15519,Petrol,150,52.3,1.0
 Octavia,2018,12995,Manual,16693,Petrol,145,57.7,1.5
 Citigo,2016,7495,Manual,6044,Petrol,20,62.8,1.0
 Citigo,2018,7495,Manual,10525,Petrol,145,64.2,1.0
 Fabia,2017,9775,Manual,37340,Petrol,20,60.1,1.2
 Fabia,2017,8495,Manual,45956,Petrol,20,58.9,1.2
 Karoq,2018,19495,Automatic,11097,Petrol,145,53.3,1.0
 Fabia,2017,8495,Manual,32336,Petrol,150,64.2,1.0
 Fabia,2016,10995,Manual,8377,Petrol,20,58.9,1.2
 Karoq,2018,17695,Automatic,12829,Petrol,145,54.3,1.0
 Rapid,2017,9295,Manual,22149,Petrol,145,61.4,1.0
 Octavia,2018,16995,Manual,24292,Diesel,145,56.5,2.0
 Citigo,2014,4850,Manual,45423,Petrol,0,68.9,1.0
 Octavia,2013,7995,Manual,55602,Diesel,20,68.9,2.0
 Kodiaq,2017,21350,Semi-Auto,23027,Petrol,145,44.8,1.4
 Octavia,2016,15750,Semi-Auto,32539,Diesel,125,56.5,2.0
 Octavia,2017,12750,Manual,20381,Diesel,145,70.6,2.0
 Citigo,2018,7990,Manual,6181,Petrol,150,64.2,1.0
 Octavia,2014,6399,Semi-Auto,78500,Diesel,20,72.4,1.6
 Fabia,2017,7995,Manual,20387,Petrol,145,64.2,1.0
 Citigo,2016,5995,Manual,28933,Petrol,20,62.8,1.0
 Citigo,2018,6995,Manual,18047,Petrol,145,64.2,1.0
 Citigo,2017,6995,Manual,14326,Petrol,145,64.2,1.0
 Superb,2017,18795,Semi-Auto,20325,Petrol,145,43.5,2.0
 Fabia,2015,8000,Manual,14200,Petrol,20,60.1,1.2
 Fabia,2015,6340,Manual,49175,Diesel,0,83.1,1.4
 Kodiaq,2018,23990,Automatic,17652,Diesel,150,49.6,2.0
 Citigo,2016,6750,Manual,27849,Petrol,20,62.8,1.0
 Fabia,2013,4692,Manual,49248,Diesel,20,67.3,1.6
 Citigo,2018,8250,Manual,17100,Petrol,145,65.7,1.0
 Fabia,2017,9250,Manual,16242,Petrol,145,64.2,1.0
 Octavia,2017,11298,Manual,18877,Diesel,0,74.3,1.6
 Octavia,2018,12498,Manual,19501,Diesel,145,68.9,1.6
 Kodiaq,2017,21995,Manual,22522,Petrol,145,40.9,1.4
 Octavia,2018,13495,Manual,30945,Petrol,145,56.5,1.5
 Octavia,2017,10295,Manual,54333,Diesel,0,74.3,1.6
 Fabia,2017,9550,Manual,26851,Petrol,145,64.2,1.0
 Fabia,2015,8985,Semi-Auto,22409,Petrol,20,60.1,1.2
 Superb,2018,14885,Manual,38860,Diesel,145,68.9,2.0
 Octavia,2017,16490,Manual,30706,Diesel,30,62.8,2.0
 Superb,2017,12990,Manual,50093,Diesel,20,68.9,2.0
 Yeti Outdoor,2016,11990,Manual,30682,Petrol,125,51.4,1.2
 Superb,2016,16250,Semi-Auto,36000,Diesel,30,62.8,2.0
 Yeti,2016,12750,Semi-Auto,18599,Petrol,125,51.4,1.2
 Fabia,2016,8990,Manual,14029,Diesel,0,78.6,1.4
 Fabia,2017,7990,Manual,39178,Petrol,150,64.2,1.0
 Citigo,2017,7490,Manual,20047,Petrol,150,68.9,1.0
 Superb,2016,9995,Manual,57761,Diesel,20,68.9,1.6
 Superb,2017,18995,Manual,1700,Petrol,145,53.3,1.4
 Fabia,2017,7885,Manual,32500,Petrol,20,60.1,1.2
 Superb,2015,9080,Manual,42971,Diesel,20,68.9,1.6
 Yeti Outdoor,2017,13300,Manual,19654,Petrol,125,51.4,1.2
 Karoq,2018,19490,Manual,11022,Diesel,145,56.5,2.0
 Fabia,2018,10990,Manual,30530,Petrol,145,64.2,1.0
 Fabia,2016,9990,Manual,18696,Petrol,20,60.1,1.2
 Yeti Outdoor,2016,11490,Manual,61440,Diesel,145,55.4,2.0
 Fabia,2017,8990,Manual,34879,Petrol,145,64.2,1.0
 Citigo,2016,6650,Manual,24602,Petrol,0,67.3,1.0
 Octavia,2018,11695,Manual,35790,Diesel,145,65.7,2.0
 Superb,2018,14995,Manual,23446,Diesel,145,65.7,2.0
 Octavia,2018,14795,Semi-Auto,14748,Petrol,145,57.7,1.4
 Octavia,2018,11998,Manual,20193,Diesel,145,68.9,1.6
 Superb,2018,15298,Manual,15243,Diesel,145,65.7,2.0
 Kodiaq,2017,21060,Automatic,29000,Diesel,145,49.6,2.0
 Superb,2016,14920,Manual,25639,Diesel,20,67.3,2.0
 Fabia,2017,8695,Manual,11082,Petrol,20,60.1,1.2
 Fabia,2017,7692,Manual,40000,Petrol,145,64.2,1.0
 Octavia,2017,15990,Manual,42000,Diesel,30,62.8,2.0
 Fabia,2017,8990,Manual,19602,Petrol,150,64.2,1.0
 Rapid,2017,10990,Manual,8706,Petrol,150,61.4,1.0
 Octavia,2017,12990,Manual,20288,Petrol,150,54.3,1.4
 Octavia,2017,12490,Manual,33439,Petrol,150,54.3,1.4
 Fabia,2016,8972,Manual,13618,Petrol,20,60.1,1.2
 Superb,2016,16246,Semi-Auto,9271,Diesel,30,62.8,2.0
 Kodiaq,2018,19995,Semi-Auto,5763,Petrol,145,44.8,1.4
 Rapid,2014,6016,Manual,47989,Petrol,125,52.3,1.2
 Fabia,2016,9995,Semi-Auto,11914,Petrol,20,60.1,1.2
 Octavia,2016,11495,Semi-Auto,31000,Diesel,30,64.2,2.0
 Octavia,2016,10490,Manual,43705,Petrol,30,55.4,1.4
 Citigo,2016,7995,Manual,15590,Petrol,20,64.2,1.0
 Citigo,2016,7495,Manual,22890,Petrol,20,62.8,1.0
 Yeti Outdoor,2017,12792,Manual,14399,Petrol,125,51.4,1.2
 Yeti Outdoor,2014,10261,Semi-Auto,68469,Diesel,200,44.8,2.0
 Yeti Outdoor,2017,15475,Manual,36400,Diesel,145,55.4,2.0
 Yeti Outdoor,2017,13150,Semi-Auto,19314,Petrol,125,51.4,1.2
 Fabia,2017,7990,Manual,18339,Petrol,20,58.8,1.0
 Citigo,2016,5990,Manual,30524,Petrol,20,62.8,1.0
 Citigo,2018,7990,Manual,5005,Petrol,145,64.2,1.0
 Fabia,2017,8995,Manual,15750,Petrol,145,60.1,1.2
 Citigo,2018,9495,Manual,10690,Petrol,145,68.9,1.0
 Fabia,2018,9592,Manual,8855,Petrol,145,64.2,1.0
 Octavia,2014,5991,Manual,90004,Diesel,0,74.3,1.6
 Yeti,2013,10995,Semi-Auto,29627,Diesel,240,43.5,2.0
 Fabia,2018,6790,Manual,19446,Petrol,145,57.7,1.0
 Octavia,2018,11998,Manual,12679,Diesel,145,68.9,1.6
 Superb,2016,13298,Manual,49304,Diesel,20,68.9,2.0
 Yeti,2016,9360,Semi-Auto,43737,Petrol,125,51.4,1.2
 Fabia,2016,5641,Manual,28789,Petrol,20,60.1,1.0
 Superb,2017,14698,Manual,39640,Diesel,145,68.9,2.0
 Octavia,2017,13698,Manual,8814,Petrol,145,54.3,1.4
 Yeti Outdoor,2017,11995,Manual,20500,Diesel,150,62.8,2.0
 Fabia,2018,9995,Manual,8200,Petrol,145,57.7,1.0
 Karoq,2018,18995,Manual,11050,Petrol,145,52.3,1.5
 Yeti Outdoor,2016,11995,Manual,59790,Diesel,145,55.4,2.0
 Kodiaq,2018,18995,Manual,13650,Petrol,145,46.3,1.4
 Rapid,2015,7995,Manual,31670,Petrol,30,57.7,1.2
 Octavia,2016,9377,Manual,30996,Petrol,30,55.4,1.4
 Yeti Outdoor,2017,13990,Manual,17876,Diesel,145,55.4,2.0
 Fabia,2017,12995,Automatic,9795,Petrol,145,61.4,1.0
 Octavia,2013,7995,Manual,46166,Petrol,125,53.3,1.4
 Fabia,2017,8995,Manual,16700,Petrol,145,58.8,1.0
 Octavia,2015,12995,Semi-Auto,61350,Diesel,125,60.1,2.0
 Superb,2017,19995,Semi-Auto,44520,Petrol,200,39.8,2.0
 Fabia,2018,10995,Manual,22120,Petrol,145,64.2,1.0
 Fabia,2015,7995,Manual,34520,Petrol,20,58.8,1.2
 Fabia,2017,8995,Manual,16950,Petrol,145,57.7,1.0
 Yeti Outdoor,2017,13995,Semi-Auto,32780,Petrol,125,51.4,1.2
 Rapid,2015,7995,Manual,36550,Petrol,20,60.1,1.2
 Citigo,2016,7995,Manual,18650,Petrol,20,64.2,1.0
 Fabia,2017,11995,Automatic,14750,Petrol,145,61.4,1.0
 Fabia,2017,7995,Manual,25480,Petrol,20,58.9,1.0
 Fabia,2018,9495,Manual,26850,Petrol,145,64.2,1.0
 Karoq,2017,17995,Automatic,16000,Petrol,150,51.4,1.5
 Fabia,2017,8995,Semi-Auto,67500,Petrol,150,60.1,1.2
 Yeti Outdoor,2014,10995,Semi-Auto,48265,Diesel,205,44.8,2.0
 Fabia,2015,8995,Semi-Auto,9500,Petrol,20,60.1,1.2
 Fabia,2014,6510,Manual,29665,Petrol,125,53.3,1.2
 Octavia,2015,11691,Manual,49442,Diesel,30,64.2,2.0
 Kodiaq,2017,21841,Semi-Auto,13367,Petrol,145,39.8,1.4
 Octavia,2017,11487,Manual,22127,Diesel,145,65.7,2.0
 Yeti Outdoor,2017,13491,Semi-Auto,25534,Petrol,125,51.4,1.2
 Fabia,2018,12997,Semi-Auto,3564,Petrol,145,60.1,1.0
 Citigo,2015,6391,Manual,10909,Petrol,20,62.8,1.0
 Rapid,2013,5995,Manual,56090,Diesel,30,64.2,1.6
 Fabia,2017,8995,Manual,42690,Petrol,145,60.1,1.2
 Yeti Outdoor,2016,13995,Semi-Auto,5520,Petrol,125,51.4,1.2
 Fabia,2015,7495,Manual,46850,Diesel,0,78.6,1.4
 Yeti Outdoor,2017,13495,Manual,26570,Petrol,150,51.4,1.2
 Yeti Outdoor,2016,8995,Manual,55214,Petrol,125,51.4,1.2
 Yeti,2016,10999,Semi-Auto,23858,Petrol,125,51.4,1.2
 Yeti Outdoor,2015,9370,Semi-Auto,53719,Petrol,125,51.4,1.2
 Octavia,2017,15991,Semi-Auto,23645,Diesel,145,57.7,2.0
 Yeti Outdoor,2015,8470,Manual,69445,Diesel,145,55.4,2.0
 Fabia,2017,10540,Manual,7741,Petrol,145,64.2,1.0
 Octavia,2018,13450,Manual,11473,Diesel,145,68.9,1.6
 Fabia,2018,10625,Manual,14912,Petrol,145,64.2,1.0
 Kodiaq,2017,19490,Manual,18533,Diesel,150,52.3,2.0
 Octavia,2016,11498,Semi-Auto,11291,Petrol,30,58.9,1.4
 Octavia,2017,12298,Semi-Auto,18854,Petrol,30,58.9,1.4
 Octavia,2018,12298,Manual,19756,Diesel,145,68.9,1.6
 Octavia,2018,11798,Manual,18244,Diesel,145,68.9,1.6
 Fabia,2018,9298,Manual,8680,Petrol,145,57.7,1.0
 Yeti Outdoor,2017,11455,Manual,31343,Petrol,125,51.4,1.2
 Superb,2018,14560,Automatic,29130,Diesel,145,62.8,2.0
 Yeti Outdoor,2016,11677,Semi-Auto,27200,Petrol,125,51.4,1.2
 Octavia,2018,13995,Manual,12390,Diesel,145,65.7,2.0
 Fabia,2015,6800,Manual,26300,Diesel,0,83.1,1.4
 Octavia,2015,9991,Semi-Auto,64199,Diesel,30,62.8,2.0
 Octavia,2016,10650,Manual,19461,Diesel,0,74.3,1.6
 Yeti,2015,9995,Manual,48870,Diesel,200,48.7,2.0
 Fabia,2017,11999,Semi-Auto,12915,Petrol,145,61.4,1.0
 Yeti Outdoor,2016,10995,Semi-Auto,58221,Petrol,125,51.4,1.2
 Citigo,2018,7995,Manual,3150,Petrol,145,64.2,1.0
 Fabia,2017,11995,Manual,23968,Petrol,145,64.2,1.0
 Superb,2017,18995,Semi-Auto,23000,Diesel,145,61.4,2.0
 Octavia,2017,12350,Semi-Auto,36955,Petrol,30,56.5,1.4
 Fabia,2017,9650,Manual,5135,Petrol,150,58.8,1.2
 Octavia,2017,12350,Semi-Auto,36955,Petrol,30,56.5,1.4
 Yeti Outdoor,2016,11350,Semi-Auto,28733,Petrol,125,51.4,1.2
 Karoq,2018,15995,Manual,5165,Petrol,150,53.3,1.0
 Citigo,2018,8250,Manual,17353,Petrol,150,64.2,1.0
 Karoq,2018,15749,Manual,16135,Petrol,150,53.3,1.0
 Yeti,2016,11355,Manual,13757,Petrol,125,51.4,1.2
 Citigo,2017,5995,Manual,44777,Petrol,20,64.2,1.0
 Fabia,2017,9650,Manual,5135,Petrol,150,58.8,1.2
 Citigo,2018,8250,Manual,17353,Petrol,150,64.2,1.0
 Fabia,2018,11795,Manual,3275,Petrol,145,61.4,1.0
 Yeti Outdoor,2017,11455,Manual,31343,Petrol,125,51.4,1.2
 Yeti,2016,11355,Manual,13757,Petrol,125,51.4,1.2
 Kodiaq,2018,24490,Automatic,7834,Diesel,145,42.2,2.0
 Yeti Outdoor,2016,11350,Semi-Auto,28733,Petrol,125,51.4,1.2
 Fabia,2016,10850,Semi-Auto,20740,Petrol,20,60.1,1.2
 Citigo,2017,5995,Manual,44777,Petrol,20,64.2,1.0
 Yeti Outdoor,2016,11067,Manual,27392,Diesel,30,62.8,2.0
 Superb,2018,17067,Manual,14238,Petrol,145,54.3,1.4
 Citigo,2014,4991,Manual,58104,Petrol,20,62.8,1.0
 Octavia,2016,10197,Semi-Auto,29092,Diesel,0,76.4,1.6
 Fabia,2016,10850,Semi-Auto,20740,Petrol,20,60.1,1.2
 Octavia,2018,11498,Manual,33339,Diesel,150,68.9,1.6
 Yeti Outdoor,2017,11998,Semi-Auto,38382,Petrol,125,51.4,1.2
 Yeti Outdoor,2015,9998,Semi-Auto,20450,Petrol,125,51.4,1.2
 Yeti,2015,9995,Manual,48870,Diesel,200,48.7,2.0
 Fabia,2017,11999,Semi-Auto,12915,Petrol,145,61.4,1.0
 Octavia,2016,10650,Manual,19461,Diesel,0,74.3,1.6
 Citigo,2016,5690,Manual,36969,Petrol,20,62.8,1.0
 Yeti,2016,11490,Semi-Auto,26254,Petrol,125,51.4,1.2
 Kodiaq,2018,21990,Manual,8941,Diesel,145,52.3,2.0
 Yeti Outdoor,2017,12490,Semi-Auto,43358,Petrol,145,51.4,1.2
 Yeti Outdoor,2016,11759,Manual,28711,Diesel,30,62.8,2.0
 Fabia,2016,8485,Manual,35089,Petrol,20,60.1,1.2
 Fabia,2018,9298,Manual,8788,Petrol,145,57.7,1.0
 Octavia,2018,12498,Manual,15317,Diesel,150,68.9,1.6
 Octavia,2017,13998,Semi-Auto,8139,Petrol,145,57.7,1.4
 Superb,2016,15770,Manual,50041,Diesel,20,67.3,2.0
 Citigo,2013,4995,Manual,44000,Petrol,20,62.8,1.0
 Yeti Outdoor,2016,11759,Manual,28711,Diesel,30,62.8,2.0
 Fabia,2016,8485,Manual,35089,Petrol,20,60.1,1.2
 Superb,2018,18650,Manual,6515,Petrol,145,40.9,1.5
 Yeti Outdoor,2017,14190,Manual,29811,Petrol,145,51.4,1.2
 Fabia,2017,10490,Semi-Auto,16969,Petrol,145,60.1,1.2
 Kodiaq,2018,24695,Semi-Auto,21343,Diesel,145,56.5,2.0
 Octavia,2017,15999,Manual,21500,Diesel,150,62.8,2.0
 Citigo,2017,6999,Manual,13000,Petrol,150,68.9,1.0
 Fabia,2017,10290,Manual,22154,Petrol,145,58.9,1.2
 Yeti,2013,8990,Semi-Auto,46569,Petrol,165,44.1,1.2
 Fabia,2018,9298,Manual,8031,Petrol,145,57.7,1.0
 Octavia,2017,12698,Semi-Auto,25203,Petrol,145,57.7,1.4
 Octavia,2018,12498,Manual,17235,Diesel,150,68.9,1.6
 Fabia,2015,6999,Manual,34601,Petrol,20,58.8,1.2
 Fabia,2018,9899,Manual,6410,Petrol,145,60.1,1.0
 Fabia,2018,10699,Manual,7205,Petrol,150,61.4,1.0
 Citigo,2013,6197,Automatic,31598,Petrol,20,62.8,1.0
 Fabia,2017,8160,Manual,22455,Petrol,150,60.1,1.2
 Kodiaq,2017,23000,Manual,11000,Petrol,150,40.9,1.4
 Octavia,2014,9200,Manual,34365,Diesel,0,74.3,1.6
 Octavia,2017,11000,Semi-Auto,35555,Petrol,20,62.8,1.0
 Yeti Outdoor,2017,14998,Semi-Auto,9449,Petrol,125,51.4,1.2
 Octavia,2017,10900,Manual,22780,Petrol,145,54.3,1.4
 Rapid,2017,7450,Manual,55115,Diesel,0,74.3,1.6
 Superb,2018,18650,Manual,6515,Petrol,145,40.9,1.5
 Fabia,2018,11795,Manual,3275,Petrol,145,61.4,1.0
 Kodiaq,2018,24695,Automatic,21343,Diesel,145,56.5,2.0
 Octavia,2017,16490,Semi-Auto,36256,Diesel,150,55.4,2.0
 Karoq,2018,18800,Manual,19156,Diesel,150,56.5,2.0
 Citigo,2017,7990,Manual,11050,Petrol,150,68.9,1.0
 Kodiaq,2018,22990,Automatic,27000,Petrol,150,39.8,1.4
 Superb,2018,19990,Semi-Auto,19583,Petrol,145,43.5,2.0
 Octavia,2017,12500,Semi-Auto,20384,Petrol,145,57.7,1.4
 Superb,2016,19390,Semi-Auto,17783,Diesel,125,60.1,2.0
 Superb,2018,20790,Manual,17301,Diesel,145,64.2,2.0
 Fabia,2015,9390,Semi-Auto,23408,Petrol,20,60.1,1.2
 Yeti Outdoor,2015,10499,Manual,23070,Diesel,145,53.3,2.0
 Yeti Outdoor,2016,11299,Manual,16434,Petrol,125,51.4,1.2
 Superb,2016,10999,Manual,67601,Diesel,20,67.3,2.0
 Fabia,2017,11995,Semi-Auto,4385,Petrol,150,60.1,1.2
 Fabia,2017,10995,Semi-Auto,20912,Petrol,150,61.4,1.0
 Rapid,2017,10995,Manual,83,Diesel,150,67.3,1.6
 Fabia,2017,7995,Manual,19947,Petrol,150,60.1,1.2
 Fabia,2013,7999,Manual,26702,Petrol,125,53.3,1.2
 Octavia,2016,11930,Semi-Auto,36400,Diesel,30,64.2,2.0
 Fabia,2018,9480,Manual,9869,Petrol,145,64.2,1.0
 Superb,2017,13950,Manual,56769,Diesel,145,60.1,2.0
 Citigo,2016,5990,Manual,15880,Petrol,20,62.8,1.0
 Fabia,2016,7070,Manual,60250,Diesel,0,76.4,1.4
 Yeti Outdoor,2014,12985,Manual,22555,Diesel,160,49.6,2.0
 Yeti Outdoor,2017,16250,Semi-Auto,16500,Diesel,145,51.4,2.0
 Fabia,2017,11495,Semi-Auto,25840,Petrol,150,60.1,1.2
 Octavia,2017,15995,Semi-Auto,40442,Diesel,150,55.4,2.0
 Citigo,2017,6495,Manual,20591,Petrol,150,64.2,1.0
 Fabia,2017,11495,Semi-Auto,20912,Petrol,20,60.1,1.2
 Octavia,2018,11495,Manual,31602,Diesel,145,68.9,1.6
 Octavia,2017,10295,Manual,28211,Petrol,145,58.9,1.0
 Superb,2017,18995,Semi-Auto,13000,Petrol,145,45.6,2.0
 Citigo,2018,7495,Manual,28000,Petrol,150,64.2,1.0
